,id_student,832565,832566,832567,832568,832569,832637,832638,832639,832641,832642,832643,832644,832649,832651,832654,832655,832656,832657,832658,832659,832660,832661,832662,832663,832664,832665,832666,832667,832668,832669,832670,832671,832672,832673,832674,832675,832676,832679,832680,832682,832685,832687,832691,832692,832694,832695,832700,832701,832704,832706,832708,832709,832711,832712,832713,832715,832716,832717,832718,832725,832726,832727,832728,832729,832730,832731,832732,832733,832734,832735,832736,832737,832738,832739,832740,832741,832742,832743,832744,832745,832746,832747,832748,832749,832750,832751,832752,832753,832754,832755,832756,832757,832758,832760,832761,832762,832763,832775,832776,832777,832779,832780,832781,832782,832783,832784,973719,973720,988993,988994,final_result
0,46048,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
1,47061,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,2.0,2.0,0.0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Pass
2,60809,129.0,58.0,24.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,5.0,4.0,8.0,4.0,6.0,4.0,4.0,5.0,5.0,0.0,3.0,2.0,5.0,7.0,5.0,4.0,8.0,3.0,5.0,7.0,7.0,3.0,3.0,0.0,0.0,2.0,2.0,6.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,7.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,20.0,4.0,4.0,2.0,2.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,42.0,32.0,0.0,0.0,Pass
3,62034,85.0,51.0,72.0,19.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,4.0,6.0,8.0,3.0,7.0,4.0,6.0,6.0,4.0,0.0,1.0,9.0,0.0,1.0,2.0,1.0,8.0,9.0,9.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,24.0,3.0,5.0,3.0,3.0,2.0,0.0,2.0,41.0,0.0,1.0,0.0,0.0,30.0,28.0,0.0,0.0,Pass
4,67539,77.0,6.0,33.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,10.0,9.0,6.0,5.0,2.0,3.0,5.0,5.0,0.0,5.0,15.0,0.0,3.0,3.0,2.0,8.0,4.0,5.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,23.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,Pass
5,67685,149.0,42.0,18.0,1.0,0.0,9.0,8.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,9.0,0.0,12.0,1.0,5.0,6.0,9.0,8.0,9.0,11.0,9.0,15.0,11.0,2.0,5.0,14.0,8.0,12.0,8.0,6.0,24.0,12.0,6.0,15.0,13.0,8.0,1.0,0.0,0.0,1.0,9.0,4.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,16.0,3.0,3.0,2.0,0.0,0.0,4.0,8.0,6.0,5.0,6.0,8.0,0.0,5.0,5.0,0.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,6.0,6.0,2.0,0.0,3.0,0.0,0.0,2.0,42.0,0.0,0.0,0.0,0.0,21.0,16.0,0.0,0.0,Pass
6,70827,17.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
7,76579,66.0,8.0,7.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,7.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,14.0,7.0,2.0,3.0,9.0,1.0,1.0,5.0,12.0,0.0,0.0,0.0,0.0,29.0,18.0,0.0,5.0,Pass
8,80358,82.0,25.0,61.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,8.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,1.0,4.0,12.0,14.0,8.0,2.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,46.0,7.0,9.0,8.0,4.0,0.0,0.0,6.0,10.0,1.0,1.0,0.0,0.0,15.0,27.0,0.0,0.0,Pass
9,89545,27.0,4.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,12.0,3.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,Pass
10,108281,141.0,66.0,109.0,5.0,4.0,12.0,6.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,6.0,1.0,19.0,10.0,7.0,6.0,9.0,10.0,10.0,20.0,15.0,4.0,9.0,11.0,4.0,6.0,4.0,4.0,10.0,4.0,6.0,7.0,14.0,7.0,0.0,0.0,0.0,1.0,3.0,12.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,12.0,11.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,6.0,5.0,0.0,0.0,1.0,2.0,5.0,41.0,0.0,0.0,1.0,0.0,25.0,26.0,0.0,0.0,Pass
11,108497,97.0,22.0,119.0,110.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,9.0,0.0,6.0,7.0,1.0,3.0,5.0,1.0,2.0,7.0,0.0,0.0,5.0,8.0,3.0,2.0,4.0,0.0,10.0,9.0,2.0,7.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,12.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,0.0,9.0,8.0,0.0,0.0,Pass
12,110789,31.0,27.0,27.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,1.0,7.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,13.0,4.0,0.0,1.0,1.0,1.0,5.0,7.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,Pass
13,121163,22.0,9.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,9.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,7.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
14,124304,65.0,36.0,10.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,6.0,1.0,7.0,7.0,5.0,5.0,5.0,3.0,7.0,7.0,4.0,2.0,5.0,11.0,3.0,2.0,5.0,7.0,8.0,12.0,7.0,8.0,7.0,7.0,1.0,0.0,0.0,0.0,4.0,9.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,7.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,14.0,0.0,2.0,1.0,0.0,42.0,25.0,0.0,0.0,Pass
