,id_student,790732,790737,790738,790739,790740,790808,790809,790810,790811,790812,790813,790814,790815,790816,790818,790819,790820,790821,790822,790823,790824,790825,790826,790827,790828,790829,790830,790831,790832,790833,790834,790835,790836,790837,790838,790839,790841,790842,790843,790844,790845,790846,790847,790848,790849,790850,790853,790854,790855,790856,790861,790862,790863,790866,790868,790869,790870,790871,790872,790873,790874,790875,790877,790878,790879,790880,790881,790882,790884,790885,790886,790887,790888,790890,790891,790892,790893,790894,790895,790896,790897,790899,790900,790901,790903,790904,790905,790907,790908,790921,790922,790923,790924,790926,790927,790932,790933,790934,790936,790937,790938,790939,790940,790941,final_result
0,25150,104.0,3.0,33.0,0.0,9.0,8.0,9.0,6.0,0.0,2.0,5.0,0.0,0.0,5.0,0.0,3.0,3.0,14.0,4.0,5.0,1.0,0.0,0.0,11.0,10.0,1.0,1.0,1.0,8.0,0.0,2.0,3.0,0.0,2.0,4.0,8.0,0.0,0.0,7.0,0.0,9.0,4.0,3.0,0.0,0.0,0.0,13.0,2.0,5.0,0.0,12.0,10.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Pass
1,27780,36.0,0.0,3.0,0.0,6.0,6.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,Pass
2,29639,187.0,22.0,61.0,2.0,201.0,11.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,4.0,0.0,3.0,6.0,11.0,4.0,7.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,3.0,6.0,6.0,0.0,0.0,3.0,0.0,7.0,3.0,0.0,2.0,1.0,1.0,21.0,3.0,1.0,4.0,10.0,2.0,25.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,117.0,1.0,0.0,0.0,8.0,2.0,1.0,Pass
3,29820,91.0,20.0,30.0,3.0,56.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,9.0,1.0,2.0,10.0,0.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,2.0,5.0,13.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,37.0,10.0,16.0,2.0,0.0,2.0,0.0,3.0,31.0,0.0,1.0,0.0,1.0,1.0,0.0,Pass
4,35340,88.0,3.0,25.0,0.0,36.0,16.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,9.0,1.0,3.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,4.0,1.0,6.0,9.0,0.0,1.0,4.0,11.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,2.0,8.0,8.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,41.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,Pass
5,35508,101.0,50.0,20.0,1.0,56.0,12.0,7.0,8.0,1.0,5.0,5.0,0.0,3.0,5.0,0.0,6.0,9.0,7.0,2.0,7.0,6.0,0.0,0.0,7.0,5.0,5.0,0.0,0.0,3.0,8.0,4.0,6.0,0.0,3.0,8.0,6.0,0.0,0.0,6.0,0.0,4.0,7.0,0.0,3.0,1.0,1.0,26.0,3.0,3.0,4.0,5.0,6.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,2.0,0.0,0.0,5.0,1.0,0.0,Distinction
6,64296,20.0,3.0,5.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,Fail
7,70537,113.0,9.0,23.0,3.0,13.0,9.0,8.0,3.0,0.0,4.0,9.0,0.0,3.0,3.0,0.0,7.0,8.0,9.0,6.0,7.0,4.0,0.0,0.0,12.0,8.0,2.0,0.0,0.0,2.0,3.0,3.0,5.0,1.0,7.0,6.0,8.0,0.0,0.0,4.0,0.0,12.0,2.0,0.0,7.0,2.0,0.0,11.0,4.0,3.0,6.0,10.0,7.0,23.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,7.0,10.0,3.0,1.0,1.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,1.0,1.0,0.0,Pass
8,83219,96.0,13.0,18.0,1.0,25.0,9.0,6.0,4.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,9.0,4.0,4.0,3.0,3.0,0.0,0.0,7.0,5.0,2.0,0.0,2.0,4.0,3.0,3.0,5.0,0.0,2.0,5.0,9.0,0.0,0.0,6.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,37.0,5.0,7.0,2.0,6.0,7.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,28.0,8.0,3.0,0.0,0.0,3.0,0.0,2.0,49.0,2.0,0.0,0.0,0.0,1.0,0.0,Pass
