,id_student,551010,551011,551012,551013,551020,551023,551024,551027,551029,551040,551045,551048,551049,551050,551053,551059,551060,551061,551063,551064,551065,551066,551067,551071,551079,551122,551123,551126,551127,551129,551130,551131,551133,551135,551136,551142,551149,551150,551151,551154,551155,551158,551160,551161,551162,551163,551166,551167,551168,551170,551171,551172,551173,551175,551177,final_result
0,26915,7.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Fail
1,35355,23.0,23.0,18.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,8.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,Pass
2,40508,3.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Withdrawn
3,42638,32.0,27.0,28.0,34.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,17.0,2.0,6.0,3.0,0.0,0.0,0.0,8.0,2.0,7.0,10.0,10.0,2.0,10.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,10.0,0.0,0.0,2.0,0.0,3.0,0.0,16.0,10.0,1.0,4.0,Pass
4,43564,28.0,11.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,1.0,3.0,4.0,0.0,0.0,0.0,10.0,1.0,9.0,9.0,6.0,0.0,8.0,1.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,9.0,0.0,2.0,Pass
5,54062,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,5.0,4.0,3.0,2.0,4.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,Distinction
6,63112,23.0,17.0,30.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,6.0,2.0,12.0,8.0,3.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,5.0,1.0,3.0,Pass
7,66713,20.0,24.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,0.0,5.0,5.0,9.0,9.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,Pass
8,70214,25.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,7.0,0.0,0.0,0.0,9.0,2.0,8.0,6.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,5.0,0.0,5.0,Pass
