,id_student,551010,551011,551012,551013,551015,551019,551020,551021,551023,551024,551026,551027,551028,551029,551031,551032,551033,551035,551037,551038,551039,551040,551041,551043,551045,551046,551047,551048,551049,551050,551051,551052,551053,551054,551055,551056,551057,551058,551059,551060,551061,551062,551063,551064,551065,551066,551067,551068,551069,551070,551071,551072,551073,551078,551079,551119,551120,551121,551122,551123,551126,551127,551128,551129,551130,551131,551133,551135,551136,551137,551139,551142,551144,551145,551148,551149,551150,551151,551152,551154,551155,551158,551160,551161,551162,551163,551166,551167,551168,551170,551171,551172,551173,551175,551177,final_result
0,26915,7.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Fail
1,35355,58.0,43.0,46.0,19.0,1.0,0.0,0.0,3.0,0.0,14.0,2.0,6.0,0.0,1.0,6.0,6.0,15.0,0.0,0.0,7.0,5.0,0.0,5.0,0.0,3.0,3.0,0.0,8.0,1.0,2.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,6.0,0.0,4.0,0.0,4.0,8.0,6.0,7.0,0.0,4.0,8.0,9.0,24.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,Pass
2,40508,3.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Withdrawn
3,42638,117.0,89.0,137.0,128.0,6.0,0.0,0.0,6.0,0.0,13.0,1.0,8.0,0.0,0.0,10.0,12.0,12.0,0.0,0.0,6.0,4.0,10.0,11.0,0.0,6.0,5.0,3.0,48.0,3.0,6.0,6.0,1.0,3.0,1.0,1.0,11.0,0.0,2.0,0.0,4.0,9.0,0.0,8.0,5.0,7.0,11.0,10.0,14.0,1.0,8.0,9.0,7.0,10.0,6.0,12.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,4.0,35.0,0.0,0.0,3.0,0.0,5.0,0.0,27.0,16.0,2.0,4.0,Pass
4,43564,78.0,29.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,2.0,3.0,10.0,0.0,0.0,3.0,1.0,3.0,4.0,0.0,6.0,5.0,3.0,6.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,0.0,13.0,1.0,9.0,9.0,6.0,7.0,0.0,4.0,6.0,8.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,42.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,31.0,0.0,3.0,Pass
5,54062,43.0,6.0,4.0,7.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,6.0,3.0,0.0,2.0,0.0,9.0,2.0,1.0,7.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,6.0,0.0,7.0,4.0,3.0,2.0,7.0,2.0,0.0,1.0,6.0,9.0,14.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,2.0,Distinction
6,63112,75.0,46.0,72.0,34.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,9.0,4.0,13.0,8.0,8.0,2.0,0.0,6.0,6.0,5.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,25.0,0.0,0.0,6.0,0.0,4.0,0.0,9.0,15.0,1.0,3.0,Pass
7,66713,66.0,36.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,2.0,1.0,4.0,0.0,8.0,1.0,0.0,9.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,8.0,0.0,5.0,5.0,10.0,10.0,5.0,4.0,0.0,5.0,7.0,5.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,Pass
8,70214,106.0,35.0,63.0,18.0,0.0,0.0,0.0,2.0,0.0,11.0,1.0,14.0,0.0,0.0,6.0,7.0,12.0,0.0,0.0,8.0,2.0,0.0,7.0,0.0,3.0,3.0,1.0,18.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,4.0,0.0,3.0,0.0,6.0,7.0,0.0,9.0,2.0,8.0,6.0,5.0,6.0,0.0,6.0,11.0,13.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,10.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,57.0,0.0,0.0,2.0,0.0,5.0,0.0,10.0,7.0,1.0,5.0,Pass
9,76579,57.0,9.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,8.0,3.0,17.0,13.0,9.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,10.0,0.0,2.0,Withdrawn
10,88568,92.0,25.0,36.0,19.0,1.0,0.0,0.0,5.0,0.0,11.0,1.0,7.0,0.0,0.0,6.0,10.0,9.0,1.0,1.0,11.0,7.0,4.0,8.0,0.0,9.0,7.0,3.0,31.0,0.0,7.0,0.0,3.0,2.0,1.0,0.0,8.0,2.0,1.0,0.0,5.0,6.0,0.0,7.0,1.0,6.0,10.0,9.0,7.0,1.0,9.0,4.0,24.0,28.0,2.0,11.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,4.0,60.0,0.0,0.0,6.0,1.0,11.0,1.0,13.0,16.0,1.0,4.0,Pass
11,96873,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,2.0,5.0,5.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,11.0,1.0,1.0,Fail
12,105168,25.0,5.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,10.0,0.0,1.0,Fail
