,id_student,877011,877012,877015,877023,877025,877026,877028,877029,877030,877031,877032,877033,877034,877035,877036,877037,877038,877039,877040,877041,877042,877043,877044,877045,877046,877047,877048,877049,877050,877051,877052,877053,877054,877055,877056,877057,877058,877059,877060,877061,877062,877063,877064,877065,877066,877067,877068,877069,877070,877071,877072,877073,877074,877075,877076,877077,877078,877079,877080,877081,877082,877084,877085,877086,877087,877088,877089,877090,877091,877092,877093,877094,877095,877096,877098,877099,877100,877128,877129,877132,877134,877135,877137,877138,877139,877140,877141,877142,877143,877144,877145,877146,877147,877148,877149,877150,877151,877152,877153,877154,877155,877156,877157,877158,877159,877162,877168,877172,877180,877182,877184,877186,877187,877190,877195,877196,877197,877198,877199,877203,877206,877207,877208,877209,877210,877211,877212,877213,877214,877215,877216,877217,877218,877219,877220,877221,877222,877223,877224,877225,877227,877228,877229,877230,877231,877233,877234,877236,877237,877238,877240,877241,877242,877243,877244,877245,877246,877247,877248,877253,877254,877255,877256,877258,877259,877260,877261,877262,877263,877264,877265,877266,877379,877380,877381,877383,877384,877385,877386,877387,877392,877393,877394,877395,877396,877397,877398,877399,877402,877403,877404,877420,877421,877422,877423,1010323,final_result
0,6516,4.0,90.0,8.0,2.0,15.0,0.0,0.0,0.0,140.0,3.0,0.0,2.0,3.0,3.0,0.0,6.0,3.0,2.0,5.0,0.0,0.0,1.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,1.0,6.0,0.0,1.0,0.0,4.0,5.0,0.0,5.0,0.0,6.0,3.0,1.0,3.0,4.0,0.0,1.0,15.0,1.0,1.0,46.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,Pass
1,24734,2.0,25.0,13.0,4.0,4.0,2.0,0.0,0.0,48.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pass
2,26192,0.0,31.0,17.0,4.0,4.0,2.0,0.0,0.0,107.0,0.0,5.0,0.0,0.0,4.0,0.0,5.0,5.0,10.0,13.0,0.0,0.0,6.0,4.0,3.0,1.0,2.0,0.0,1.0,0.0,9.0,4.0,2.0,3.0,4.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,5.0,4.0,0.0,5.0,9.0,2.0,0.0,0.0,6.0,2.0,9.0,0.0,4.0,2.0,12.0,1.0,2.0,1.0,3.0,5.0,0.0,4.0,4.0,0.0,8.0,0.0,1.0,7.0,3.0,0.0,5.0,0.0,0.0,31.0,4.0,1.0,66.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,Distinction
3,28061,0.0,21.0,24.0,2.0,21.0,10.0,0.0,0.0,123.0,0.0,3.0,1.0,1.0,1.0,1.0,7.0,5.0,0.0,6.0,0.0,0.0,3.0,6.0,3.0,1.0,5.0,0.0,2.0,1.0,5.0,8.0,8.0,0.0,5.0,0.0,1.0,6.0,2.0,0.0,5.0,1.0,0.0,0.0,1.0,3.0,8.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,6.0,0.0,4.0,0.0,0.0,2.0,5.0,1.0,2.0,2.0,0.0,8.0,0.0,3.0,5.0,2.0,1.0,1.0,1.0,0.0,26.0,4.0,1.0,64.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,62.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Pass
4,31600,2.0,11.0,13.0,2.0,14.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pass
5,46844,0.0,12.0,16.0,4.0,0.0,2.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pass
6,52765,7.0,116.0,151.0,16.0,76.0,109.0,0.0,0.0,171.0,3.0,6.0,5.0,6.0,5.0,6.0,3.0,3.0,10.0,12.0,2.0,5.0,6.0,13.0,10.0,1.0,1.0,0.0,4.0,2.0,10.0,5.0,12.0,6.0,3.0,0.0,0.0,9.0,4.0,0.0,4.0,6.0,0.0,7.0,2.0,3.0,3.0,0.0,3.0,10.0,0.0,1.0,3.0,9.0,2.0,18.0,2.0,3.0,8.0,6.0,5.0,3.0,5.0,10.0,6.0,3.0,3.0,5.0,0.0,5.0,5.0,12.0,17.0,2.0,3.0,2.0,1.0,2.0,30.0,3.0,1.0,54.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Pass
7,55104,2.0,13.0,47.0,6.0,33.0,18.0,0.0,0.0,71.0,4.0,1.0,6.0,0.0,0.0,0.0,1.0,7.0,3.0,11.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,4.0,15.0,2.0,3.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,30.0,0.0,0.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Pass
8,58071,1.0,27.0,30.0,14.0,56.0,15.0,1.0,0.0,129.0,9.0,4.0,1.0,3.0,5.0,3.0,5.0,6.0,2.0,16.0,2.0,3.0,4.0,11.0,8.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,8.0,2.0,4.0,0.0,0.0,4.0,3.0,0.0,2.0,3.0,0.0,7.0,2.0,8.0,4.0,1.0,8.0,1.0,2.0,1.0,1.0,10.0,4.0,12.0,3.0,2.0,10.0,3.0,4.0,3.0,4.0,10.0,6.0,3.0,5.0,2.0,0.0,5.0,5.0,4.0,11.0,4.0,3.0,5.0,4.0,1.0,32.0,2.0,1.0,13.0,15.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,7.0,2.0,1.0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Pass
