,id_student,551010,551011,551012,551013,551015,551020,551023,551024,551026,551027,551029,551031,551032,551033,551040,551045,551048,551049,551050,551051,551053,551054,551056,551058,551059,551060,551061,551063,551064,551065,551066,551067,551068,551070,551071,551079,551122,551123,551126,551127,551129,551130,551131,551133,551135,551136,551142,551148,551149,551150,551151,551152,551154,551155,551158,551160,551161,551162,551163,551166,551167,551168,551170,551171,551172,551173,551175,551177,final_result
0,26915,7.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Fail
1,35355,40.0,32.0,29.0,19.0,0.0,0.0,0.0,14.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,4.0,8.0,6.0,0.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,Pass
2,40508,3.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Withdrawn
3,42638,74.0,70.0,82.0,85.0,5.0,0.0,0.0,12.0,0.0,8.0,0.0,4.0,1.0,4.0,10.0,6.0,32.0,3.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,8.0,4.0,7.0,10.0,10.0,0.0,4.0,9.0,10.0,4.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,22.0,0.0,0.0,3.0,0.0,5.0,0.0,21.0,13.0,2.0,4.0,Pass
4,43564,55.0,21.0,25.0,10.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,6.0,6.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,13.0,1.0,9.0,9.0,6.0,0.0,3.0,6.0,8.0,1.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,28.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,18.0,0.0,3.0,Pass
5,54062,25.0,4.0,4.0,3.0,0.0,0.0,0.0,15.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,9.0,6.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,4.0,3.0,2.0,6.0,0.0,1.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,Distinction
6,63112,50.0,34.0,54.0,29.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,13.0,8.0,8.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,18.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,10.0,1.0,3.0,Pass
7,66713,50.0,32.0,25.0,6.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,8.0,7.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,8.0,5.0,5.0,10.0,10.0,5.0,0.0,3.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,Pass
8,70214,69.0,26.0,48.0,11.0,0.0,0.0,0.0,11.0,0.0,14.0,0.0,4.0,0.0,1.0,0.0,3.0,13.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,7.0,9.0,2.0,8.0,6.0,5.0,0.0,5.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,34.0,0.0,0.0,1.0,0.0,5.0,0.0,6.0,5.0,0.0,5.0,Pass
9,76579,47.0,9.0,10.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,10.0,0.0,7.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,3.0,17.0,13.0,9.0,0.0,0.0,3.0,9.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,9.0,0.0,2.0,Withdrawn
10,88568,56.0,24.0,30.0,17.0,0.0,0.0,0.0,11.0,0.0,7.0,0.0,5.0,5.0,4.0,4.0,9.0,29.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,6.0,7.0,1.0,6.0,10.0,9.0,1.0,9.0,4.0,11.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,39.0,0.0,0.0,5.0,1.0,7.0,1.0,9.0,14.0,1.0,4.0,Pass
11,96873,15.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,2.0,5.0,5.0,2.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,10.0,1.0,1.0,Fail
12,105168,22.0,5.0,7.0,4.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,9.0,0.0,1.0,Fail
13,107339,49.0,27.0,18.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,4.0,7.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,2.0,6.0,6.0,3.0,0.0,3.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0,2.0,Distinction
14,110461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Withdrawn
15,113698,23.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Fail
16,113824,22.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,1.0,2.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,Fail
17,117197,18.0,8.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,Pass
18,126337,45.0,17.0,38.0,7.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,4.0,2.0,4.0,1.0,6.0,9.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0,1.0,15.0,2.0,3.0,5.0,5.0,1.0,4.0,10.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,15.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,9.0,3.0,1.0,Withdrawn
19,128929,32.0,8.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,6.0,2.0,0.0,1.0,5.0,7.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,6.0,0.0,1.0,Distinction
20,132123,24.0,11.0,20.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,3.0,0.0,2.0,Pass
21,134982,18.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,2.0,1.0,3.0,0.0,3.0,6.0,0.0,1.0,Pass
22,140060,43.0,26.0,6.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,4.0,7.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,7.0,9.0,7.0,0.0,5.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,5.0,0.0,5.0,8.0,2.0,3.0,Distinction
23,140518,13.0,11.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Fail
24,143711,36.0,16.0,17.0,6.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,8.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,7.0,5.0,5.0,2.0,0.0,5.0,5.0,2.0,0.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,9.0,5.0,0.0,1.0,Distinction
25,144448,73.0,29.0,103.0,73.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,7.0,34.0,1.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,8.0,4.0,0.0,4.0,4.0,9.0,1.0,1.0,4.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,1.0,1.0,Distinction
26,146125,13.0,8.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,Withdrawn
27,146974,20.0,10.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,6.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,1.0,Pass
28,153788,47.0,35.0,50.0,26.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,4.0,5.0,4.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,Fail
29,160536,66.0,35.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,1.0,Pass
30,164968,36.0,4.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,Pass
31,165509,19.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,4.0,4.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,Pass
